url,label
geopoliticsalert.com,Extreme left
gizmodo.com,Extreme left
glaad.org,Extreme left
globalvoices.org,Extreme left
good.is,Extreme left
gq.com,Extreme left
bradford-delong.com,Extreme left
greenleft.org.au,Extreme left
gritpost.com,Extreme left
guardianlv.com,Extreme left
haaretz.com,Extreme left
harpersbazaar.com,Extreme left
hightimes.com,Extreme left
hillreporter.com,Extreme left
huffingtonpost.com,Extreme left
hrc.org,Extreme left
marxist.com,Extreme left
inthesetimes.com,Extreme left
alligator.org,Extreme left
juancole.com,Extreme left
ips-dc.org,Extreme left
intpolicydigest.org,Extreme left
internationalviewpoint.org,Extreme left
intrepidreport.com,Extreme left
iowacapitaldispatch.com,Extreme left
iowastartingline.com,Extreme left
itsgoingdown.org,Extreme left
jacobinmag.com,Extreme left
jezebel.com,Extreme left
joebiden.com,Extreme left
lavendermagazine.com,Extreme left
laweekly.com,Extreme left
leftfootforward.org,left
leftvoice.org,Extreme left
lgbtqnation.com,Extreme left
libcom.org,Extreme left
liberationnews.org,Extreme left
littlegreenfootballs.com,Extreme left
mg.co.za,Extreme left
mainebeacon.com,Extreme left
mashable.com,Extreme left
mediamatters.org,Extreme left
mediaite.com,Extreme left
meduza.io,Extreme left
meidastouch.com,Extreme left
merryjane.com,Extreme left
miaminewtimes.com,left
middleeastmonitor.com,Extreme left
muncievoice.com,Extreme left
modernliberals.com,Extreme left
monthlyreview.org,Extreme left
moonofalabama.org,Extreme left
msmagazine.com,Extreme left
msnbc.com,Extreme left
nationofchange.org,Extreme left
naacp.org,Extreme left
nrdc.org,Extreme left
newpol.org,Extreme left
newrepublic.com,Extreme left
newstatesman.com,left
amsterdamnews.com,Extreme left
nymag.com,Extreme left
newyorker.com,Extreme left
newscorpse.com,Extreme left
newshounds.us,Extreme left
newsone.com,Extreme left
novaramedia.com,Extreme left
nowtoronto.com,Extreme left
occupy.com,Extreme left
ohiocapitaljournal.com,Extreme left
onegreenplanet.org,Extreme left
opednews.com,Extreme left
opensocietyfoundations.org,Extreme left
out.com,Extreme left
palmerreport.com,Extreme left
pastemagazine.com,Extreme left
peacock-panache.com,Extreme left
penncapital-star.com,Extreme left
pfaw.org,Extreme left
people.com,Extreme left
photographyisnotacrime.com,Extreme left
pinknews.co.uk,Extreme left
politicaldig.com,Extreme left
politicaltribune.org,Extreme left
politicususa.com,Extreme left
popular.info,Extreme left
popularresistance.org,Extreme left
pressprogress.ca,Extreme left
boldprogressives.org,Extreme left
projectcensored.org,Extreme left
queerty.com,Extreme left
rabble.ca,Extreme left
rantt.com,Extreme left
rawstory.com,Extreme left
readersupportednews.org,Extreme left
readingthepictures.org,Extreme left
therealnews.com,Extreme left
redpepper.org.uk,Extreme left
refinery29.com,Extreme left
republicreport.org,Extreme left
resilience.org,Extreme left
revcom.us,Extreme left
rewire.news,Extreme left
rightwingwatch.org,Extreme left
trofire.com,Extreme left
rollingstone.com,Extreme left
salon.com,Extreme left
sfbayview.com,Extreme left
scarymommy.com,Extreme left
secondnexus.com,Extreme left
seventeen.com,Extreme left
shadowproof.com,Extreme left
shareblue.com,Extreme left
shondaland.com,Extreme left
slate.com,Extreme left
readsludge.com,Extreme left
smirkingchimp.com,Extreme left
worldsocialism.org,Extreme left
socialistworker.org,Extreme left
sourcewatch.org,Extreme left
splcenter.org,Extreme left
splinternews.com,Extreme left
talkingpointsmemo.com,Extreme left
teenvogue.com,Extreme left
19thnews.org,Extreme left
advocate.com,Extreme left
americanindependent.com,Extreme left
prospect.org,Extreme left
austinchronicle.com,Extreme left
thebaffler.com,Extreme left
theburningspear.com,Extreme left
thecanary.co,Extreme left
climaterealityproject.org,Extreme left
thecut.com,Extreme left
daily49er.com,Extreme left
thedailybanter.com,Extreme left
the-daily.buzz,Extreme left
thedailyvox.co.za,Extreme left
thedodo.com,Extreme left
thegailygrind.com,Extreme left
ghionjournal.com,Extreme left
goodmenproject.com,Extreme left
theimproper.com,Extreme left
indypendent.org,Extreme left
levernews.com,Extreme left
thelily.com,Extreme left
thelondoneconomic.com,Extreme left
themarysue.com,Extreme left
themilitant.com,Extreme left
themonthly.com.au,Extreme left
morningstaronline.co.uk,Extreme left
thenation.com,Extreme left
nationalmemo.com,Extreme left
thenewcivilrightsmovement.com,Extreme left
palestinechronicle.com,Extreme left
phnompenhpost.com,Extreme left
progressive.org,Extreme left
theroot.com,Extreme left
thestranger.com,Extreme left
texasobserver.org,Extreme left
villagevoice.com,Extreme left
voice-online.co.uk,Extreme left
thewalrus.ca,Extreme left
washingtonspectator.org,Extreme left
theweek.com,Extreme left
worldcantwait.net,Extreme left
thegrio.com,Extreme left
thisisthezerohour.com,Extreme left
them.us,Extreme left
thinkprogress.org,Extreme left
this.org,Extreme left
towleroad.com,Extreme left
treehugger.com,Extreme left
truthdig.com,Extreme left
truthout.org,Extreme left
truththeory.com,Extreme left
unicornriot.ninja,Extreme left
uproxx.com,Extreme left
upworthy.com,Extreme left
vanityfair.com,Extreme left
vox.com,Extreme left
wallstreetonparade.com,left
washingtonbabylon.com,Extreme left
washingtonpress.com,Extreme left
washingtonsources.org,Extreme left
washingtonian.com,Extreme left
wearyourvoicemag.com,Extreme left
wehuntedthemammoth.com,Extreme left
whowhatwhy.org,Extreme left
wonkette.com,Extreme left
workers.org,Extreme left
wsws.org,Extreme left
yesmagazine.org,Extreme left
tytnetwork.com,Extreme left
yourblackworld.net,Extreme left
zcomm.org,Extreme left
604now.com,left
972mag.com,left
whitehouse.gov,left
abcnews.go.com,left
abc.net.au,left
abc11.com,left
abovethelaw.com,left
aceshowbiz.com,left
aclu.org,left
adaderana.lk,left
aeon.co,left
affinitymagazine.us,left
africanarguments.org,left
africanews.com,left
ahvalnews.com,left
beaconjournal.com,left
aljazeera.com,left
al-monitor.com,left
guttmacher.org,left
timesunion.com,left
allgov.com,left
northbaynipissing.com/almaguinhighlands-on,left
amny.com,left
americamagazine.org,left
americanimmigrationcouncil.org,left
americanpublicmedia.org,left
americanpurpose.com,left
amestrib.com,left
amnesty.org,left
thespec.com/local-ancaster,left
annistonstar.com,left
anthropocenemagazine.org,left
adl.org,left
aol.com,left
apmreports.org,left
apple.com/apple-news,left
aptnnews.ca,left
areomagazine.com,left
azcapitoltimes.com,left
tucson.com,left
azdailysun.com,left
azcentral.com,left
arktimes.com,left
armscontrol.org,left
insideottawavalley.com/arnprior-on,left
arte.tv,left
citizen-times.com,left
asiasentinel.com,left
aspeniaonline.it,left
aspeninstitute.org,left
apnews.com,left
magazine.atavist.com,left
onlineathens.com,left
enewscourier.com,left
atlantablackstar.com,left
ajc.com,left
theatlantic.com,left
attn.com,left
yorkregion.com/aurora-on,left
statesman.com,left
austindailyherald.com,left
avclub.com,left
axios.com,left
backchannel.com,left
balkaninsight.com,left
baltimoresun.com,left
bangordailynews.com,left
baptistnews.com,left
simcoe.com/barrie-on,left
barrietoday.com,left
battlecreekenquirer.com,left
baxterbulletin.com,left
baynature.org,left
bbc.com,left
tmnews.com,left
bellingcat.com,left
bellinghamherald.com,left
berkeleyside.com,left
berkshireeagle.com,left
berliner-zeitung.de,left
bing.com,left
birminghammail.co.uk,right
blackenterprise.com,left
blackpressusa.com,left
bleacherreport.com,left
bloomberg.com,left
bluestemprairie.com,left
boston.com,left
bostonglobe.com,left
bgr.com,left
muskokaregion.com/bracebridge-on,left
bramptonguardian.com,left
brennancenter.org,left
brookings.edu,left
thebulletin.org,left
insidehalton.com/burlington-on,left
businessinsider.com,left
bustle.com,left
buzzfeed.com,left
buzzfeednews.com,left
bylinetimes.com,left
caledonenterprise.com,left
cambridgetimes.ca,left
canadalandshow.com,left
capitalgazette.com,left
caribbeanlifenews.com,left
insideottawavalley.com/carletonplace-on,left
carnegieendowment.org,left
carolinapublicpress.org,left
catchnews.com,left
cbc.ca,left
boston.cbslocal.com,left
losangeles.cbslocal.com,left
cbsnews.com,left
newyork.cbslocal.com,left
seattle.cbslocal.com,left
cecildaily.com,left
censor.net,left
c4ads.org,left
cgdev.org,left
centerforinquiry.org,left
ciponline.org,left
cnas.org,left
populardemocracy.org,left
publicintegrity.org,left
cbpp.org,left
focustaiwan.tw,left
chalkbeat.org,left
channel4.com/news,left
wvgazettemail.com,left
charlotteobserver.com,left
cheddar.com,left
chicago.suntimes.com,left
chinaafricaproject.com,left
citizentruth.org,left
citizensforethics.org,left
ctj.org,left
citylab.com,left
citypages.com,left
cityandstateny.com,left
durhamregion.com/clarington-on,left
clarionledger.com,left
cleantechnica.com,left
cnbc.com,left
coed.com,left
cjr.org,left
colombiareports.com,left
dispatch.com,left
commoncause.org,left
commonwealmagazine.org,left
commonwealthfund.org,left
complex.com,left
ctpost.com,left
consortiumnews.com,left
constitutionproject.org,left
caller.com,left
crosscut.com,left
ctmirror.org,left
cullmantimes.com,left
dailycommercial.com,left
gazettenet.com,left
mirror.co.uk,left
nation.africa,left
dnj.com,left
dawn.com,left
dcist.com,left
dcreport.org,left
deadline.com,left
deccanherald.com,left
debunkingdenialism.com,left
delawareonline.com,left
delo.si,left
democracy21.org,left
democratandchronicle.com,left
demos.org,left
denverpost.com,left
westword.com,left
derstandard.at,left
freep.com,left
zeit.de,left
digg.com,left
diply.com,left
diversityinc.com,left
thespec.com/local-dundas,left
dutchreview.com,left
dw.com,left
earth.columbia.edu,left
earthjustice.org,left
eastbaytimes.com,left
thestar.com/local-east-gwillimbury,left
econofact.org,left
epi.org,left
economicshelp.org,left
egyptianstreets.com,left
ejinsight.com,left
eldiario.es,left
eldiariony.com,left
elpais.com,left
elpasotimes.com,left
eff.org,left
emerging-europe.com,left
emptywheel.net,left
engadget.com,left
ew.com,left
espn.com,left
registerguard.com,left
euobserver.com,left
euractiv.com,left
eurasiareview.com,left
euromaidanpress.com,left
euronews.com,left
courierpress.com,left
facebook.com/news,left
factmyth.com,left
fair.org,left
fairobserver.com,left
fairvote.org,left
fastcompany.com,left
feministfrequency.com,left
fightforthefuture.org,left
fivethirtyeight.com,left
foodnavigator.com,left
fpif.org,left
fwweekly.com,left
francetvinfo.fr,left
freakonomics.com,left
fresnobee.com,left
fusion.net,left
gadsdentimes.com,left
gainesville.com,left
glamour.com,left
globalcitizen.org,left
globalnews.ca,left
pri.org,left
globalriskinsights.com,left
globaltimes.cn,left
gmanetwork.com,left
news.google.com,left
gothamist.com,left
governing.com,left
whistleblower.org,left
govexec.com,left
greensboro.com,left
grid.news,left
grist.org,left
guelphmercury.com,left
gunviolencearchive.org,left
thespec.com,left
harpers.org,left
courant.com,left
harvardpolitics.com,left
hawaiitribune-herald.com,left
health.com,left
healthyway.com,left
heavy.com,left
hechingerreport.org,left
hs.fi,left
helsinkitimes.fi,left
thegleaner.com,left
hcn.org,left
highline.huffingtonpost.com,left
hindustantimes.com,left
historynewsnetwork.org,left
hitc.com,left
hollywoodreporter.com,left
civilbeat.org,left
staradvertiser.com,left
hotnews.ro,left
chron.com,left
hrw.org,left
humanium.org,left
icenews.is,left
idahopress.com,left
ifamericaknew.org,left
iflscience.com,left
independentaustralia.net,left
index.hr,left
inews.co.uk,left
infobae.com,left
inquisitr.com,left
insideedition.com,left
insidehighered.com,left
insidephilanthropy.com,left
insider.com,left
insideclimatenews.org,left
instituteforgovernment.org.uk,left
imeu.org,left
itep.org,left
ibtimes.com,left
icrw.org,left
crisisgroup.org,left
interpretermag.com,left
inverse.com,left
press-citizen.com,left
ipolitics.ca,left
israel21c.org,left
thenewhumanitarian.org,left
jacksonfreepress.com,left
jalopnik.com,left
japantoday.com,left
jihadica.com,left
jointcenter.org,left
daily.jstor.org,left
justsecurity.org,left
kff.org,left
khn.org,left
kansascity.com,left
denver.cbslocal.com,left
cbsnews.com/pittsburgh,left
kenoshanews.com,left
abc30.com,left
abc7news.com,left
knightfoundation.org,left
nbcbayarea.com,left
koco.com,left
kotaku.com,left
sacramento.cbslocal.com,left
kpic.com,right
sanfrancisco.cbslocal.com,left
kqed.org,left
abc13.com,left
cbsnews.com/dfw,left
idahopress.com/kuna,left
kuow.org,left
kurdistan24.net,left
kyivindependent.com,left
kyivpost.com,left
laconiadailysun.com,left
ladepeche.fr,left
theadvertiser.com,left
jconline.com,left
lajuntatribunedemocrat.com,left
lapresse.ca,left
repubblica.it,left
lastampa.it,left
latimes.com,left
lasvegassun.com,left
latintimes.com,left
lawandcrime.com,left
leftjustified.com,left
lemonde.fr,left
lethbridgeherald.com,left
kentucky.com,left
lifehacker.com,left
lincolncourier.com,left
lamag.com,left
macleans.ca,left
mainichi.jp,left
malaysiakini.com,left
mb.com.ph,left
maplight.org,left
reporter-times.com,left
mcclatchydc.com,left
mcdonoughvoice.com,left
mediapart.fr,left
medium.com,left
menshealth.com,left
metro.us,left
metro.co.uk,left
nhregister.com,left
mexiconewsdaily.com,left
miamiherald.com,left
mic.com,left
middleeasteye.net,left
migrationpolicy.org,left
unionrecorder.com,left
thestar.com/local-milton,left
jsonline.com,left
startribune.com,left
mprnews.org,left
minnpost.com,left
mintpressnews.com,left
mississippitoday.org,left
moneytalksnews.com,left
news.mongabay.com,left
montgomeryadvertiser.com,left
morningbrew.com,left
themoscowtimes.com,left
motherjones.com,left
mnn.com,left
mothership.sg,left
moultrieobserver.com,left
msn.com,left
thestarpress.com,left
mycentraljersey.com,left
nakedcapitalism.com,left
naplesnews.com,left
transequality.org,left
natmonitor.com,left
nationalnewswatch.com,left
nationalobserver.com,left
youthrights.org,left
resourcegovernance.org,left
nature.org,left
nbcdfw.com,left
nbcphiladelphia.com,left
nbcchicago.com,left
nbclosangeles.com,left
nbcnews.com,left
nbcnewyork.com,left
ndtv.com,left
newamerica.org,left
ncnewsonline.com,left
neweurope.eu,left
newleftreview.org,left
newmatilda.com,left
newmoderate.com,left
citynews1130.com,center
newscentermaine.com,left
nydailynews.com,left
nytimes.com,left
newsday.com,left
newser.com,left
newsweek.com,left
newsy.com,left
nhk.or.jp/nhkworld,left
niagara-gazette.com,left
niemanlab.org,left
niskanencenter.org,left
norwichbulletin.com,left
novinky.cz,left
npr.org,left
ocala.com,left
ocweekly.com,left
oneindia.com,left
openthegovernment.org,left
orlandosentinel.com,left
ourworldindata.org,left
outsidethebeltway.com,left
ozy.com,left
psmag.com,left
palmbeachdailynews.com,left
newsherald.com,left
parrysound.com,left
patrioticmillionaires.org,left
pbs.org,left
pekintimes.com,left
inquirer.com,left
phillytrib.com,left
inquirer.net,left
phillyvoice.com,left
phoenixnewtimes.com,left
politicalcritique.org,left
politico.com,left
politicsthatwork.com,left
politifact.com,left
polygon.com,left
pontiacdailyleader.com,left
populationconnection.org,Extreme left
pressherald.com,left
pamplinmedia.com,left
positive.news,left
theworld.org,left
private-eye.co.uk,left
hjnews.com/preston,left
pogo.org,left
project-syndicate.org,left
propublica.org,left
prospectmagazine.co.uk,left
protocol.com,left
providencejournal.com,left
citizen.org,left
publico.es,left
puck.news,left
chieftain.com,left
qz.com,left
rfa.org,left
radiotelevisionmarti.com,left
newsobserver.com,left
rappler.com,left
rationalwiki.org,left
relevantmagazine.com,left
religionnews.com,left
rgj.com,left
represent.us,left
revealnews.org,left
pal-item.com,left
ridgecrestca.com,left
rightweb.irc-online.org,left
rocketnews.com,left
rrstar.com,left
heraldonline.com,left
rooseveltinstitute.org,left
sacbee.com,left
salina.com,left
sltrib.com,left
mysanantonio.com,left
sandiegoreader.com,left
sfchronicle.com,left
sfexaminer.com,left
mercurynews.com,left
sanluisobispo.com,left
independent.com,left
sapiens.org,left
saudigazette.com.sa,left
sciencing.com,left
scoopwhoop.com,left
scroll.in,left
seattlepi.com,left
seattletimes.com,left
self.com,left
sentencingproject.org,left
sfgate.com,left
snopes.com,left
sojo.net,left
sootoday.com,left
scmp.com,left
sbs.com.au,left
spiegel.de,left
spin.com,left
news-leader.com,left
staugustine.com,left
stltoday.com,left
stamfordadvocate.com,left
nj.com,left
statnews.com,left
stepfeed.com,left
stopfake.org,left
stuff.co.nz,left
agriculture.com,left
sunlightfoundation.com,left
swissinfo.ch,left
syriahr.com,left
taiwannews.com.tw,left
tampabay.com,left
tarbell.org,left
taskandpurpose.com,left
taxjustice.net,left
taxpolicycenter.org,left
tcpalm.com,left
techcrunch.com,left
techdirt.com,left
texasmonthly.com,left
texastribune.org,left
theage.com.au,left
asahi.com,left
app.com,left
augustachronicle.com,left
belfercenter.org,left
myrgv.com,left
thebureauinvestigates.com,left
cepr.net,left
tcf.org,left
chinapost.nownews.com,left
thechristianleft.org,left
chronicle.com,left
thecity.nyc,left
coloradoan.com,left
coloradosun.com,left
canadians.org,left
courier-journal.com,left
daltondailycitizen.com,left
dailyclimate.org,left
dailyhive.com,left
thedailystar.com,left
dailytarheel.com,left
theday.com,left
dominionpost.com,left
ecfr.eu,left
lehighvalleylive.com,left
forward.com,left
readfrontier.org,left
thefulcrum.us,left
thegardenisland.com,left
heraldscotland.com,left
theguardian.com,left
thehawkeye.com,left
heraldnet.com,left
hilltimes.com,left
thehumanist.com,left
hutchnews.com,left
independent.co.uk,left
indianexpress.com,left
theintercept.com,Extreme left
irishexaminer.com,left
irishtimes.com,left
irrawaddy.com,left
thejakartapost.com,left
thejournal.ie,left
lohud.com,left
koreatimes.co.kr,left
lincolnproject.us,left
thelist.com,left
thelocal.no,left
mauinews.com,left
themoderatevoice.com,left
fool.com,left
alaraby.co.uk,left
thenewtropic.com,left
thenewstribune.com,left
newstimes.com,left
thenextweb.com,left
theguardian.com/observer,left
theodysseyonline.com,left
theolympian.com,left
palmbeachpost.com,left
pennlive.com,left
cleveland.com,left
pressdemocrat.com,left
punchng.com,left
thequint.com,left
northjersey.com,left
theringer.com,left
santafenewmexican.com,left
thesaturdaypaper.com.au,left
theskimm.com,left
thestate.com,left
sj-r.com,left
statepress.com,left
thesunmagazine.org,left
smh.com.au,left
thetab.com,left
thetrace.org,left
thetyee.ca,left
thevarsity.ca,left
theverge.com,left
pilotonline.com,left
theweek.co.uk,left
wilderness.org,left
thewire.in,left
thewrap.com,left
timesenterprise.com,left
news.trust.org,left
thrillist.com,left
time.com,left
timescolonist.com,left
timesofisrael.com,left
nola.com,left
tmz.com,left
today.com,left
tomdispatch.com,left
cjonline.com,left
thestar.com,left
tuscaloosanews.com,left
typemediacenter.org,left
uawire.org,left
undark.org,left
ucsusa.org,left
uft.org,left
universitybusiness.com,left
pravda.com.ua,left
urban.org,left
usatoday.com,left
usnews.com,left
upr.org,left
uticaod.com,left
centerforpolitics.org,left
variety.com,left
vcstar.com,left
verafiles.org,left
vibe.com,left
vice.com,left
victoriaadvocate.com,left
victoriabuzz.com,left
vvdailypress.com,left
virginiamercury.com,left
visaliatimesdelta.com,left
vladtv.com,left
voiceofsandiego.org,left
votevets.org,left
vtdigger.org,left
vulture.com,left
walesonline.co.uk,left
wamu.org,left
washingtonblade.com,left
washingtonmonthly.com,left
washingtonpost.com,left
chicago.cbslocal.com,left
nbcboston.com,left
minnesota.cbslocal.com,left
westernmassnews.com,left
westhawaiitoday.com,left
miami.cbslocal.com,left
wikileaks.org,left
wired.com,left
wishtv.com,left
baltimore.cbslocal.com,left
wnyc.org,left
wilsoncenter.org,left
worldpolicy.org,left
worldcrunch.com,left
weforum.org,left
worldpress.org,left
wri.org,left
6abc.com,left
nbcwashington.com,left
wsvn.com,left
tampa.cbslocal.com,left
nbcmiami.com,left
atlanta.cbslocal.com,left
detroit.cbslocal.com,left
news.yahoo.com,left
yaleglobal.yale.edu,left
ynetnews.com,left
ydr.com,left
yorkdispatch.com,left
youthradio.org,left
9news.com,center
nbc11news.com,center
12news.com,center
wibw.com,center
wifr.com,center
247wallst.com,center
24ur.com,center
38north.org,center
1010wins.radio.com,center
join1440.com,center
abc7chicago.com,center
abc7ny.com,center
abc12.com,center
news.abs-cbn.com,center
actionnewsjax.com,center
adfontesmedia.com,center
adweek.com,center
africacheck.org,center
agdaily.com,center
afp.com,center
ansa.it,center
agerpres.ro,center
agweb.com,right
airforcetimes.com,center
airwars.org,center
alreporter.com,center
democratherald.com,center
ad.nl,center
allafrica.com,center
securingdemocracy.gmfus.org,center
amarillo.com,center
americanheritage.com,center
americanpressinstitute.org,center
news.amomama.com,center
adn.com,center
independentmail.com,center
arcdigital.media,center
arirang.com,center
armytimes.com,center
arstechnica.com,center
courier-tribune.com,center
atimes.com,center
aspentimes.com,center
athensmessenger.com,center
atlasobscura.com,center
auburnpub.com,center
aap.com.au,center
azfamily.com,center
babnet.net,center
ballotpedia.org,center
beatricedailysun.com,center
bnd.com,right
benzinga.com,center
bestlifeonline.com,center
bettergov.org,center
bignewsnetwork.com,center
bigthink.com,center
sunherald.com,center
biography.com,center
bismarcktribune.com,center
us.blastingnews.com,center
bleepingcomputer.com,center
bnonews.com,center
borderreport.com,center
bozemandailychronicle.com,center
bridgemi.com,left
bringmethenews.com,center
heraldcourier.com,center
theeagle.com,center
buffalonews.com,center
bullshido.net,center
burnettcountysentinel.com,center
business2community.com,center
c-span.org,center
somdnews.com/recorder,center
cpac.ca,center
capecodtimes.com,center
capecoralbreeze.com,center
capitolfax.com,center
carrollconews.com,center
trib.com,center
castanet.net,center
philadelphia.cbslocal.com,center
cdt.org,center
opensecrets.org,center
csis.org,center
channelnewsasia.com,center
charitynavigator.org,center
timesfreepress.com,center
chicoer.com,center
chinookobserver.com,center
csmonitor.com,center
cincinnati.com,center
calgary.citynews.ca,center
edmonton.citynews.ca,center
halifax.citynews.ca,center
kitchener.citynews.ca,center
montreal.citynews.ca,center
ottawa.citynews.ca,center
toronto.citynews.ca,center
vancouver.citynews.ca,center
winnipeg.citynews.ca,center
columbustelegram.com,center
cnet.com,center
ced.org,center
cpj.org,center
communityimpact.com,center
independenttribune.com,center
concordmonitor.com,center
congress.gov,center
constitutioncenter.org,center
consumerreports.org,center
cookpolitical.com,center
corriere.it,center
coronavirus.gov,center
gazettetimes.com,center
cfr.org,center
countable.us,center
countryliving.com,center
courthousenews.com,center
courttv.com,center
covidtracking.com,center
cp24.com,center
craigdailypress.com,center
crainscleveland.com,center
crainsdetroit.com,center
cruxnow.com,center
ctvnews.ca,center
starexponent.com,center
dailybusinessreview.com,center
dailycamera.com,center
freemanjournal.net,center
daily-journal.com,center
dailyjournalonline.com,center
dailymaverick.co.za,center
nonpareilonline.com,center
dailyrecord.com,center
godanriver.com,center
darientimes.com,center
daytondailynews.com,center
defensenews.com,center
defenseone.com,center
dentonrc.com,center
desmoinesregister.com,center
standaard.be,center
detik.com,center
differencebetween.net,center
digi24.ro,center
digitaljournal.com,center
qconline.com,center
dmagazine.com,center
doctorswithoutborders.org,center
dothaneagle.com,center
dpa-international.com,center
duluthnewstribune.com,center
eagletribune.com,center
edp24.co.uk,center
eastidahonews.com,center
eatthis.com,center
leadertelegram.com,center
elkodaily.com,center
elnuevodia.com,center
yoursun.com/englewood,center
goerie.com,center
news.err.ee,center
eurasiagroup.net,center
times-standard.com,center
everycrsreport.com,center
factcheck.org,center
fayobserver.com,center
federalnewsnetwork.com,center
federaltimes.com,center
ft.com,center
firstcoastnews.com,center
firstdraftnews.org,center
floridapolitics.com,center
jacksonville.com,center
foreignaffairs.com,center
foreignpolicy.com,center
messengernews.net,center
fosters.com,center
fourstateshomepage.com,center
france24.com,center
fredericksburg.com,center
fremonttribune.com,center
fullfact.org,center
gallup.com,center
geek.com,center
postindependent.com,center
globalintegrity.org,center
globalslaveryindex.org,center
globegazette.com,center
goodnewsnetwork.org,center
gao.gov,center
govtrack.us,center
theindependent.com,center
greatfallstribune.com,center
greenbaypressgazette.com,center
greenvilleonline.com,center
ground.news,center
group30.org,center
hanfordsentinel.com,center
hbr.org,center
news.harvard.edu,center
hastingstribune.com,center
healthcarefinancenews.com,center
herald-review.com,center
heterodoxacademy.org,center
hickoryrecord.com,center
homelandsecuritynewswire.com,center
howstuffworks.com,center
howtogeek.com,center
i24news.tv,center
postregister.com,center
idahostatesman.com,center
imediaethics.org,center
inc.com,center
helenair.com,center
ivn.us,center
indexmundi.com,center
indystar.com,center
dailybulletin.com,center
iwpr.org,center
icij.org,center
iea.org,center
journals.cambridge.org,center
freemedia.at,center
rescue.org,center
ire.org,center
investing.com,center
investopedia.com,center
ipsos.com,center
jacksonsun.com,center
janes.com,center
japantimes.co.jp,center
jta.org,center
journalgazette.net,center
justicedenied.org,center
kadn.com,center
kagstv.com,center
kait8.com,center
kalb.com,center
kare11.com,center
kark.com,center
alaskasnewssource.com,center
newschannel6now.com,center
crossroadstoday.com,center
kbjr6.com,center
12newsnow.com,center
kbtx.com,center
kcbd.com,center
kcci.com,center
kcentv.com,center
newspressnow.com,center
kcra.com,center
kctv5.com,center
cw33.com,center
cbs4local.com,right
kdrv.com,center
kdvr.com,center
kearneyhub.com,center
keloland.com,center
kens5.com,center
myeasternshoremd.com/qa,center
turnto23.com,center
kesq.com,center
ketk.com,center
ketv.com,center
cbsaustin.com,right
keyt.com,center
keysnews.com,center
kezi.com,center
newschannel10.com,center
cbs8.com,center
5newsonline.com,center
nwahomepage.com,center
kfvs12.com,center
kgns.tv,center
yourcentralvalley.com,center
kgw.com,center
wyomingnewsnow.tv,center
